@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {Membrane,Nucleus,Other}

@data
10882,12033.854492,89002.117188,-43658,-3267438080,64703.578125,-108361.578125,0.190856,28544137694692770000,14975773696,10611.051758,10356.412109,81277.054688,-39703.351563,-2748387840,59426.023438,-99129.375,0.197912,19814650887872184000,12569907200,9604.980469,3377.675537,38599.757813,-18185.564453,-677116992,29889.154297,-48074.71875,0.265627,1005102611612827650,3039182848,1006.071289,9293.527344,399.52594,7990.245605,-2768.777344,-40659352,7843.382324,-10612.160156,0.438197,1305568589381632,170303520,1317.524414,311.453125,9222.65332,458.348907,1087.011719,-296.519531,-848675.5625,1171.328369,-1467.8479,0.491968,306205818880,3482626,1388.398438,382.327148,70.874023,9281.918945,831.767761,431.71405,479.779297,3678.320313,568.123474,-88.344193,-1.087781,49599774720,215474.90625,1329.132813,323.061523,11.608398,-59.265625,9257.563477,9985.305664,8816.920898,92575.632813,409.897797,9205.5625,Other
6480,18190.441406,27059.365234,5876,-491984160,34580.25,-28704.25,-0.428758,69139829480226816,2002464000,7035.260742,15805.841797,25318.8125,7431.992188,-421461056,33220.902344,-25788.908203,-0.438302,96167633472192512,1741078784,8793.458984,5353.157715,16863.900391,14629.019531,-84834712,23948.015625,-9318.99707,-0.505328,118420821105442816,553347072,-1758.198242,9052.893555,623.937683,4781.986816,4337.830078,-2025517,5837.623047,-1499.793091,0.00389,506525592322048,26918838,-2017.632813,-259.43457,9012.446289,909.259766,2185.864502,-1742.345703,-1730148.875,1360.011108,-3102.356934,0.490276,30225215782912,9956364,-1977.185547,-218.987305,40.447266,8994.682617,718.439697,357.878784,493.773438,57759.625,326.804535,166.968903,-1.439333,3114387456,12773.713867,-1959.421875,-201.223633,58.210938,17.763672,8957.734375,9326.638672,8421.762695,89577.34375,255.470276,9012.170898,Other
6874,12906.297852,71550.429688,82178,190689024,95817.726563,-13639.729492,0.577094,40454969037506480000,5990467584,7081.787109,11949.635742,62727.082031,70565.757813,-7385728,85328.203125,-14762.446289,0.58387,24942790712005493000,5009069056,8178.947754,7126.311035,24377.646484,18782.328125,-306579296,37490.035156,-18707.705078,0.663215,557065882585530370,1579092992,-1097.160645,8637.057617,3613.611328,6474.465332,-2938.941406,-34763428,7123.87207,-10062.813477,0.717473,1275663537405952,147691088,-1555.270508,-458.109863,8580.334961,1347.709717,1194.126343,576.550781,-1009754.1875,1766.691406,-1190.140625,0.986129,1453109673984,4371427.5,-1498.547852,-401.387207,56.722656,8751.341797,589.225891,478.901001,649.132813,92791.09375,483.010437,166.12236,1.171367,21156751360,50209.03125,-1669.554688,-572.394043,-114.28418,-171.006836,8644.753906,9150.194336,7988.657715,86447.539063,402.204224,8683.972656,Other
4432,6233.531738,98640.046875,133566,3658656768,106815.796875,26750.203125,-0.733481,57181254490676790000,3205249536,5091.119141,5606.738281,86757.070313,117482.375,2829609984,93980.851563,23501.525391,-0.741296,34279847853125796000,2483667456,7538.766113,2605.408203,28538.919922,36987.875,219898992,34122.546875,2865.326416,-0.917202,668327835022131200,488506976,-2447.646973,8289.138672,825.258972,9044.196289,-1719.258789,-52251024,9435.02832,-11154.287109,-1.185973,626521978961920,211959952,-3198.019531,-750.372559,8287.331055,592.393982,2352.599854,1183.535156,-2393576.75,2934.31543,-1750.780396,-1.315947,15373378256896,10975062,-3196.211914,-748.564941,1.807617,8512.915039,335.428864,524.404358,680.466797,89837.765625,567.921753,112.545052,1.268825,48009314304,103683.96875,-3421.795898,-974.148926,-223.776367,-225.583984,8395.580078,9014.131836,7796.472168,83955.796875,425.269165,8424.091797,Other
6469,6299.568359,72676.710938,23926,-2918500352,90214.054688,-66288.054688,0.326056,7010525171362562000,12246454272,6949.208984,5398.69043,63731.394531,17363.884766,-2305747456,77690.976563,-60327.09375,0.32046,2871677806268383200,9524494336,8465.558594,1337.32373,23264.183594,-10741.396484,-250955104,18285.146484,-29026.542969,0.274245,129130373597626368,1119197952,-1516.349609,8460.901367,359.300323,6916.206055,-8645.12793,8617599,164.519714,-8809.647461,-0.885461,3009547471945728,40267840,-1511.692383,4.657227,8291.681641,347.720612,1774.2948,444.298828,-1956225.75,2224.935547,-1780.636719,-1.188336,1583614525440,8022304.5,-1342.472656,173.876953,169.219727,8443.750977,224.452637,443.856384,590.199219,73193.03125,461.777405,128.421799,1.251303,19354537984,55562.984375,-1494.541992,21.807617,17.150391,-152.069336,8380.723633,8840.25,7758.368652,83807.234375,360.950439,8345.035156,Other
6484,4135.746582,51886.652344,-26618,-1325163776,41505.109375,-68123.109375,-1.206289,4257606715521892400,6009172992,6948.911133,4008.117676,47440.789063,-23869.535156,-1104189952,37997.757813,-61867.292969,-1.216677,2841089942539468800,4986514432,8497.999023,3384.909668,23017.658203,-8486.501953,-262957792,19461.726563,-27948.228516,-1.31337,80940617198206976,1123851904,-1549.087891,8467.833984,1463.010864,5723.498047,1562.066406,-16200638,6579.420898,-5017.354492,1.390943,164075401117696,67242600,-1518.922852,30.165039,8428.817383,421.667816,1032.215454,-1216.59375,199873.359375,-24.941521,-1191.652222,1.420665,1007366569984,680606.9375,-1479.90625,69.181641,39.016602,8383.191406,115.170853,277.225952,388.542969,36422.871094,245.623962,142.919006,0.886206,796216064,5274.154297,-1434.280273,114.807617,84.642578,45.625977,8367.796875,8915.777344,7957.184082,83677.96875,290.757599,8327.894531,Other
12725,8693.09082,69177.953125,-93872,1825582848,-19462.191406,-74409.8125,-0.747115,13302703112415347000,1509620352,12074.969727,7586.923828,60264.601563,-81158.390625,1315879424,-14857.926758,-66300.460938,-0.708876,8715285514636230700,1323167360,9398.227539,3203.992432,22249.289063,-22063.888672,-58045296,7928.493652,-29992.382813,-0.443111,350018359787520000,718996416,2676.742188,8772.78418,1334.39978,6560.532715,-5056.388672,-8917191,3005.151367,-8061.540039,-0.07707,1565620537655296,61235828,3302.185547,625.443359,8518.530273,483.795776,2219.53833,-2781.9375,1086334.75,-88.31041,-2693.627197,0.5262,26265507594240,3393837.5,3556.439453,879.697266,254.253906,8345.636719,42.906689,274.637817,386.902344,36846.445313,227.419083,159.483261,-0.753704,345438272,2307.638184,3729.333008,1052.59082,427.147461,172.893555,8497.761719,8890.447266,7996.194336,84977.617188,260.813782,8502.342773,Other
7574,8884.614258,6936.628418,-2200,-43936248,8402.236328,-10602.236328,0.73007,874031347662848,180584992,7674.541504,8304.423828,6614.496582,295.275391,-42161936,9332.814453,-9037.539063,0.689772,14711586291712,168734928,8001.415039,4774.838379,10636.912109,10947.427734,-6507125,14014.048828,-3066.621582,0.413043,17482519423221760,145874656,-326.873535,8164.854004,1243.217896,7556.105469,8186.509766,4524836.5,9038.939453,-852.429932,0.135352,3278539663081472,48919596,-490.3125,-163.438965,8310.001953,984.246948,548.406433,-712.530273,103333.960938,-139.051468,-573.478821,0.054765,47908319232,94363.554688,-635.460449,-308.586914,-145.147949,8349.34375,80.74688,537.865601,709.861328,104015.59375,564.502502,145.35881,-1.281362,44263211008,87840.71875,-674.802246,-347.928711,-184.489746,-39.341797,8151.535156,8474.605469,7907.552734,81515.351563,205.830719,8110.657715,Other
7566,2919.863281,45204.34375,52890,374848160,51920.082031,969.9198,-0.057165,3630849628439576600,1297959424,7525.26123,2626.13501,43275.570313,50024.257813,313049120,50014.425781,9.831411,-0.053412,3128607835156381700,1250229760,7620.012207,1620.660034,28878.507813,28565.425781,-10204824,34980.574219,-6415.147949,-0.053301,699137044185612290,856802880,-94.750977,7997.154785,2096.531494,8674.668945,6702.810547,-16394470,10784.625977,-4081.815674,-0.151724,4964756708392960,110505544,-471.893555,-377.142578,8183.819824,922.865845,1208.626343,995.224609,-402522.90625,1637.911255,-642.686646,-1.17066,2575785263104,2600563.5,-658.558594,-563.807617,-186.665039,8385.331055,217.754349,731.320007,877.646484,113234.445313,837.148193,40.498272,-1.39937,244424245248,317325.5625,-860.069824,-765.318848,-388.17627,-201.51123,8207.367188,8615.052734,7603.842285,82073.671875,308.347321,8223.324219,Other
4843,9334.870117,9759.994141,-10628,-5184,2201.820557,-12829.820313,-0.456873,12761035031183360,112975120,5474.829102,8225.291016,8225.109375,-9349.236328,2819288,1495.108887,-10844.345703,-0.518851,6654480594501632,76131064,7469.989746,3461.331055,4352.216797,-1874.044922,-12292894,4195.405273,-6069.450195,-1.077846,185027224666112,52683624,-1995.160645,7567.690918,596.884155,9195.882813,10736.235352,6274770,12082.567383,-1346.332153,-1.013894,10393334451273728,90167672,-2092.861816,-97.701172,8044.091797,248.630432,3934.146973,4311.466797,459608.5,5049.719727,-738.252808,-1.166365,311367278002176,16750312,-2569.262695,-574.102051,-476.400879,8522.772461,534.697327,950.038757,1134.326172,185904.40625,1088.257202,46.068924,-1.417845,698776551424,543078.25,-3047.943359,-1052.782715,-955.081543,-478.680664,8060.967773,8540.527344,7491.447266,80609.679688,328.203918,7969.381836,Other
10595,3910.362061,14281.305664,4408,-121386320,18093.867188,-13685.867188,-1.197423,9811912917254144,504975744,10115.234375,2983.99707,12817.865234,4958.854004,-97094152,16848.958984,-11890.104492,-1.164239,10154950881443840,412966848,8378.318359,2961.512695,7680.496094,5355.744141,-37337760,12112.78125,-6757.037598,-0.813381,5106756380262400,178035040,1736.916016,8309.920898,3010.689697,5279.037109,2273.810547,-20269614,7703.817383,-5430.006836,-0.571199,445924140646400,86248672,1805.313477,68.397461,8515.526367,1638.652222,2367.318359,3052.611328,1444419.625,2856.861572,195.749771,-0.916853,32994326740992,3540758,1599.708008,-137.208008,-205.605469,8892.62207,950.442871,692.324768,829.126953,100354.226563,792.739746,36.387199,-1.406702,196634918912,286034.59375,1222.612305,-514.303711,-582.701172,-377.095703,8569.043945,9188.722656,7863.868652,85690.4375,412.253357,8637.921875,Other
8162,8481.083008,24669.388672,25314,12347883,29853.03125,-4539.032227,-1.457024,378972795914158080,591407040,8282.010742,7891.914551,19462.058594,19665.265625,-560142,23778.298828,-4113.032715,-1.415603,150420870081282048,388963168,8611.421875,4980.737305,5487.993652,-2828.56543,-20606772,5309.848145,-8138.413574,-0.582869,723493750571008,90427872,-329.411133,8663.84668,2940.767822,5446.888672,-2938.814453,-17951876,4872.679688,-7811.494141,-0.517569,694766257831936,80444136,-381.835938,-52.424805,8727.682617,1844.078003,1745.22876,2285.652344,874972,2071.351563,214.300797,-0.82457,9008197926912,1724318.75,-445.671875,-116.260742,-63.835938,9016.53125,1025.921753,537.919983,653.148438,65693.351563,612.781738,40.366703,-1.376873,69890129920,163829.484375,-734.520508,-405.109375,-352.68457,-288.848633,8734.648438,9267.18457,7890.815918,87346.484375,427.491943,8833.087891,Other
10236,7983.396484,58655.527344,-77890,1308591104,-18542.945313,-59347.054688,-0.10591,5050579174398361600,832487616,10171.720703,7158.634277,52553.390625,-69817.953125,1051215808,-16610.292969,-53207.660156,-0.125055,3264404393134391300,669683712,9454.53418,3872.995117,21204.978516,-28279.447266,168989888,-6273.098633,-22006.349609,-0.337724,98980295885193216,123767584,717.186523,8944.304688,2862.105225,3791.514648,-3578.21582,-4744532,2197.228516,-5775.444336,-0.815272,406921811066880,31781758,1227.416016,510.229492,8958.657227,1982.708862,1178.3927,1572.544922,466144.8125,1337.778687,234.766235,-0.796928,1504308756480,608318.25,1213.063477,495.876953,-14.352539,9148.621094,1080.49707,362.126892,448.050781,32590.230469,411.626801,36.423981,-1.307887,14130471936,70388.578125,1023.099609,305.913086,-204.316406,-189.963867,8918.741211,9424.444336,8355.841797,89187.414063,309.218689,8992.324219,Other
11183,12408.399414,32245.46875,-43254,415568480,-11413.416016,-31840.583984,-0.002562,390336248587223040,208634608,11046.696289,11541.415039,29682.945313,-40715.484375,388331648,-13131.951172,-27583.533203,-0.009843,173109155081486336,104424120,10270.164063,7393.618652,18774.115234,-24769.582031,129954784,-5539.609863,-19229.972656,1.458839,57495954097438720,93713016,776.532227,9863.003906,3958.768311,7131.067383,-5530.576172,-12057134,3512.283447,-9042.859375,1.341884,2410760579842048,78815808,1183.692383,407.160156,9708.198242,2085.194092,775.043152,-1076.134766,268577.75,-333.427521,-742.707214,0.878659,96993755136,83754.945313,1338.498047,561.96582,154.805664,9565.34375,1104.828491,215.637589,-223.044922,682.557373,41.805302,-264.85022,-0.205967,2339140352,47018.804688,1481.352539,704.820313,297.660156,142.854492,9541.716797,10022.5,9243.083008,95417.164063,202.65152,9486.587891,Other
10755,3833.465332,25504.101563,-1124,-546570368,32510.230469,-33634.230469,1.009783,2763691732762624,2187544832,10657.238281,3631.179199,22113.650391,-2007.726074,-417779328,27937.009766,-29944.734375,0.993112,6752461683425280,1675148160,10419.542969,3589.817139,8052.996094,-6097.820313,-36958392,6569.223145,-12667.042969,0.790486,6879562650615808,185016976,237.695313,10341.586914,3525.458008,6410.097168,-7649.634766,8466173,-313.961365,-7335.67334,-0.143704,1442571737890816,24652220,315.651367,77.956055,10094.671875,1821.634644,1800.921143,-1892.564453,161981.71875,264.889374,-2157.453857,-0.070584,10508547653632,2933873.25,562.566406,324.871094,246.915039,9816.282227,1008.568665,507.493591,-578.011719,35220.78125,21.811146,-599.822876,-0.18175,64552464384,193214.421875,840.956055,603.260742,525.304688,278.389648,10026.28418,10608.194336,9325.583008,100262.84375,422.15094,10068.802734,Other
11307,7702.086914,24535.482422,-22070,-83164112,9210.262695,-31280.261719,-1.308464,399283627537465340,819741312,11310.759766,6561.601563,22998.851563,-21323.666016,-63538636,8164.389648,-29488.054688,-1.282009,322314686856953860,708853312,10957.169922,3460.179443,15649.711914,-18043.646484,17615956,2272.1875,-20315.833984,-1.068474,83056764764815360,255109360,353.589844,10630.737305,3114.205078,7760.207031,-10190.658203,19946250,-1626.574585,-8564.083984,-0.453822,2499088192897024,24064516,680.022461,326.432617,10292.015625,1585.028931,2270.431396,-2650.830078,935816.25,-44.080772,-2606.749268,0.01116,23073774370816,3283635,1018.744141,665.154297,338.72168,9937.589844,941.425293,608.634644,-715.708984,68293.898438,-12.120683,-703.588318,-0.149939,122457849856,239063.734375,1373.169922,1019.580078,693.147461,354.425781,10160.492188,10651.25,9710.555664,101604.921875,281.452393,10152.165039,Other
12898,12485.52832,59258.625,-37984,-1142121984,35831.683594,-73815.679688,1.376639,8672968610618015700,6011272192,12400.926758,11896.255859,51536.5625,-30908.181641,-941670400,33136.019531,-64044.203125,1.368667,4510998515991707600,4721997824,10579.984375,8184.940918,16703.007813,1640.322266,-168568960,19218.074219,-17577.751953,1.249319,1821484624379904,676966464,1820.942383,10444.621094,3084.649658,4461.480957,4749.083984,-2449984,6396.589844,-1647.505737,0.654788,729699642769408,32353736,1956.305664,135.363281,10486.808594,1101.684814,2097.295166,-2024.125,-164930.96875,530.144714,-2554.269775,0.077436,19489024376832,4756806,1914.118164,93.175781,-42.1875,10130.387695,779.411194,688.068542,-827.960938,102317.59375,-42.329487,-785.63147,-0.167277,189373956096,276248.90625,2270.539063,449.59668,314.233398,356.420898,10184.851563,10899,9787.611328,101848.515625,336.991791,10106.670898,Other
8407,11406.301758,90165.59375,106160,1520891904,104003.359375,2156.637451,0.139493,58450196462246560000,5186377728,8585.825195,10580.630859,82653.757813,97640.46875,1312027904,95110.351563,2530.118896,0.136568,40856976876900450000,4285549568,9492.114258,6021.883301,41647.335938,50629.125,403287744,47110.863281,3518.26123,0.155459,2435546623506382800,950157504,-906.289063,10274.969727,2344.491943,10463.055664,13140.048828,28955538,11901.005859,1239.04248,0.327551,9813826325184512,56838736,-1689.144531,-782.855469,10496.949219,899.944031,1753.139404,-1453.361328,-481801.03125,694.492004,-2147.853271,-0.024199,8532393984000,4039463.5,-1911.124023,-1004.834961,-221.979492,10195.421875,697.40863,654.865295,-783.525391,87677.609375,-28.994432,-754.530945,-0.197122,161582645248,263201.625,-1609.59668,-703.307617,79.547852,301.527344,10224.771484,10796.368164,9392.841797,102247.71875,402.114746,10353.595703,Other
11528,14653.191406,49279.761719,34976,-913788416,66876.632813,-31900.632813,-0.397862,5967938009335595000,4878474240,11086.1875,13230.336914,46490.800781,35396.257813,-694961344,62602.136719,-27205.880859,-0.381453,5052600076770213900,4032740096,9865.854492,5884.84375,31436.677734,32015.160156,-19625436,39496.644531,-7481.483887,-0.276196,1131026517246083070,1103472256,1220.333008,10196.140625,1854.276855,10073.648438,12577.238281,27249908,11247.817383,1329.420776,-0.218825,7780786912624640,49187296,890.046875,-330.286133,10420.100586,831.223328,1764.780029,-1072.910156,-1117669.75,1140.121094,-2213.03125,-0.227769,6471475003392,5621815,666.086914,-554.246094,-223.959961,10168.174805,688.979797,628.078979,-710.1875,46825.875,43.066257,-753.253784,-0.234793,159915769856,317062.78125,918.012695,-302.320313,27.96582,251.925781,10359.439453,10866.5,9880.420898,103594.398438,331.844513,10371.380859,Other
6034,19767.619141,81638.234375,103030,1963979392,88658.390625,14371.607422,0.090637,29290079368324840000,2759263232,6664.839355,17252.990234,75357.859375,95394.804688,1700288768,81601.78125,13793.026367,0.095665,20921410496298484000,2299013376,9011.986328,6019.487793,44439.730469,57608.445313,668941312,46734.195313,10874.250977,0.096891,2133838296382439420,642967744,-2347.146973,9979.811523,1207.847046,13199.905273,17076.570313,58608068,13885.105469,3191.464355,-0.052265,16673337920978944,57176984,-3314.972168,-967.825195,10330.239258,951.57782,2082.09668,-782.417969,-2057314.625,1711.341431,-2493.759521,-0.217248,5412532256768,8841437,-3665.399902,-1318.25293,-350.427734,10081.818359,758.233521,647.893494,-701.390625,24988.292969,92.021088,-793.411743,-0.248063,192841777152,391995.625,-3416.979004,-1069.832031,-102.006836,248.420898,10175.474609,10977.868164,9814.579102,101754.742188,360.52243,10130.697266,Other
14839,7611.459473,71638.023438,-80146,515776576,6618.942383,-86764.945313,-1.315775,28007707961733415000,4360274944,13945.222656,7379.325684,61129.652344,-67088.289063,278665952,7603.001465,-74691.289063,-1.312395,15240627540742636000,3386175232,10647.264648,5930.830078,15076.982422,-10154.318359,-83070216,9677.349609,-19831.667969,-1.235981,44893248740655104,435391040,3297.958008,10155.113281,1761.703857,4808.676758,5942.4375,3386848.5,6270.095215,-327.657562,-0.750942,768583927857152,21765170,3790.109375,492.151367,10276.533203,801.332825,2090.759033,-903.828125,-2219303.5,1749.689941,-2653.518066,-0.324276,7919177826304,9694120,3668.689453,370.731445,-121.419922,10055.344727,740.229004,631.274597,-629.535156,-16587.28125,166.202103,-795.737244,-0.27199,183360323584,462663.65625,3889.87793,591.919922,99.768555,221.188477,10270.582031,10963.658203,9633.222656,102705.820313,414.375,10326.013672,Other
9887,5930.711914,23357.099609,-22788,-95306784,9825.332031,-32613.332031,-1.05858,467633702726270980,900520064,10049.538086,4512.087891,24373.453125,-23857.140625,-89142672,9585.772461,-33442.914063,-1.09521,526893634251915260,925733888,10633.287109,943.812988,25703.083984,-25153.191406,-53036664,7976.137695,-33129.328125,-1.243948,534509401541705730,844829696,-583.749023,10370.408203,1247.72876,6079.195801,-5118.435547,-12191364,3563.030273,-8681.46582,-1.060291,1963931375501312,74963840,-320.870117,262.878906,10236.902344,645.258789,2098.106445,-1319.207031,-1908102.75,1505.196533,-2824.403564,-0.389044,16311408132096,9372718,-187.364258,396.384766,133.505859,10028.507813,717.503357,618.622314,-558.9375,-54769.511719,236.035461,-794.972961,-0.28733,166043140096,531489.1875,21.030273,604.779297,341.900391,208.394531,10166.051758,10921.5,9587.920898,101660.515625,416.808228,10259.144531,Other
9668,3711.481201,37947.425781,-31070,-583149824,25072.537109,-56142.535156,-0.991925,3183653510411452400,3297944064,9891.124023,3664.365479,34869.925781,-30245.044922,-398048000,20281.960938,-50527.003906,-1.023588,2293268856799494140,2506954752,10560.09375,3190.22998,22584.203125,-23952.425781,16465672,3958.906982,-27911.332031,-1.313568,291366526911512580,507856096,-668.969727,10290.509766,1545.00415,4185.277344,-4769.017578,2413716.5,173.680313,-4942.697754,-1.392311,297682371346432,13088663,-399.385742,269.583984,10151.280273,815.52124,2088.060791,-1389.244141,-1681395,1385.711914,-2774.956055,-0.358124,16705261666304,8655579,-260.15625,408.813477,139.229492,9938.124023,781.746216,620.949219,-534.662109,-73249.125,270.655975,-805.318054,-0.302389,165475008512,578860.0625,-47,621.969727,352.385742,213.15625,10156.824219,10763.583008,9447.805664,101568.242188,455.163849,10229.207031,Other
10762,12006.71582,30568.34375,12686,-455529280,37831.503906,-25145.503906,-1.293396,319141599378407420,1983051648,10565.989258,10572.450195,27473.603516,10694.84668,-369474880,33563.367188,-22868.521484,-1.310431,182124480414351360,1592279168,10213.46875,3781.056885,13852.4375,-745.001953,-98312280,13659.678711,-14404.680664,-1.453836,218572278202368,393804128,352.520508,10199.767578,1094.134277,7942.671387,-8246.451172,2394412.25,1281.693848,-9528.144531,1.52372,3973220021567488,58426308,366.22168,13.701172,9907.139648,1124.00708,1646.143677,-1951.996094,348117.375,123.506218,-2075.502197,-0.478796,9212589506560,2417819.25,658.849609,306.329102,292.62793,9714.991211,870.955261,535.043091,-350.941406,-113465.796875,361.661987,-712.603394,-0.363841,71066083328,577023.0625,850.998047,498.477539,484.776367,192.148438,9854.46582,10452.368164,9320.388672,98544.65625,359.84494,9814.263672,Other
12637,10375.155273,71328.734375,-46108,-1549927680,41465.988281,-87573.992188,-1.440577,17699912895170610000,8325658112,12174.089844,8858.670898,64702.175781,-41824.625,-1278743296,37672.125,-79496.75,-1.436749,12007666431383568000,6864272384,10533.323242,1727.481445,31770.466797,-22612.953125,-269340800,16877.818359,-39490.769531,-1.407945,812379388862529540,1588708864,1640.766602,10062.180664,1138.842407,9797.380859,-8738.314453,-10481434,3321.222412,-12059.537109,-1.463851,9031937192624128,118283880,2111.90918,471.142578,9763.585938,1212.602173,1478.794434,-1996.917969,803929.8125,-377.185272,-1619.732666,-0.786972,3078338641920,771962.0625,2410.503906,769.737305,298.594727,9593.851563,885.056519,463.989319,-225.496094,-116705.773438,396.011017,-621.50708,-0.409189,26322817024,517671.5625,2580.238281,939.47168,468.329102,169.734375,9709.898438,10130.473633,9166.526367,97098.984375,371.264618,9722.65918,Other
8859,10650.780273,39647.152344,27478,-504214816,50967.347656,-23489.349609,0.276819,2092896606532665340,2771899904,8963.571289,9617.231445,34308.699219,23830.9375,-364337152,43737.332031,-19906.394531,0.25365,1150173825049034750,2025262080,9366.539063,5240.607422,10586.637695,4811.433594,-45604496,12543.958008,-7732.524414,-0.106156,4758874229833728,205567872,-402.967773,9471.021484,2142.724365,5242.878906,-5319.150391,-4957218,2245.637939,-7564.788574,-0.617219,1361539663659008,48122232,-507.450195,-104.482422,9272.700195,1342.243652,1121.220947,-1052.896484,-307440.5625,554.836487,-1607.73291,-1.018646,2592277266432,2338353.25,-309.128906,93.838867,198.321289,9249.750977,916.693237,277.37204,187.683594,-46884.921875,427.581848,-239.898239,-0.65629,7846920192,222764.828125,-286.179688,116.788086,221.270508,22.949219,9233.079102,9741.841797,8671.944336,92330.789063,384.464508,9291.195313,Other
6899,11644.186523,60542.472656,68574,33433280,82081.664063,-13507.667969,-0.586117,21483639170091975000,4568660480,7227.253418,10363.738281,54910.265625,62725.855469,73131776,74036.140625,-11310.28418,-0.585939,14329593096688370000,3642006016,8618.017578,4439.706055,26425.25,31479,71880128,34493.257813,-3014.257568,-0.584168,697025157226561540,703406848,-1390.76416,9159.030273,2297.071777,3860.168457,1416.353516,-11294463,5565.331543,-4148.978027,-0.567505,94653621731328,47183908,-1931.776855,-541.012695,9102.540039,1368.394531,1007.51239,-755.662109,-478514.75,736.862671,-1492.52478,-1.000751,1419045765120,2485084.25,-1875.286621,-484.522461,56.490234,9135.532227,904.981873,313.811035,342.142578,-10571.626953,453.337158,-111.194588,-0.811636,18653528064,159348.046875,-1908.278809,-517.514648,23.498047,-32.992188,8927.193359,9375.105469,8567.722656,89271.9375,292.129669,8983.986328,Other
