@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {Membrane,Nucleus,Other}

@data
17999,46708.351563,99845.875,-77862,-5396443136,78645.070313,-156507.0625,0.816017,167617345876591100000,27648264192,17888.464844,44289.621094,96777.96875,-79384.078125,-4623943168,71657.875,-151041.953125,0.810537,156270350693570700000,24797605888,17106.359375,31657.890625,82746.585938,-85007.640625,-1422960512,37864.523438,-122872.164063,0.767123,93350357989438000000,12918141952,782.105469,15797.664063,16035.441406,56132.921875,-63354.039063,-92833344,15147.480469,-78501.515625,0.680251,17600496153298730000,4385067520,2090.800781,1308.695313,13408.81543,4116.374023,14271.277344,-17025.095703,17097184,2010.40686,-19035.501953,0.660639,64192533961375744,221465152,4479.649414,3697.543945,2388.848633,12638.541992,1907.31189,2620.187988,2022.072266,-2823696.25,3784.442139,-1762.369873,-1.049239,62899942850560,15383562,5249.922852,4467.817383,3159.12207,770.273438,13334.989258,18477.105469,11347.555664,133349.890625,2442.486328,12196.776367,Membrane
10964,41501.78125,62041.191406,64818,-21455520,78708,-13890.001953,-1.244525,18012106027738071000,4287195136,11405.474609,40389.402344,54686.015625,56305.164063,-18440528,68426.851563,-12121.68457,-1.299252,10284465628844655000,3244033024,13519.96875,33765.925781,24062.859375,12639.875,-239654592,29967.1875,-17327.3125,1.329852,178680380499427328,1118384896,-2114.494141,13915.90332,20345.191406,19355.884766,-16786.152344,-161804736,13159.114258,-29945.267578,0.825816,261767158495707136,928993856,-2510.428711,-395.93457,12992.757813,5368.262207,7460.988281,-8892.521484,3777113,1209.200562,-10101.72168,0.739265,5058432092602368,63968484,-1587.283203,527.210938,923.145508,12884.056641,2248.662109,3491.739746,2861.388672,-4822572.5,5137.298828,-2275.9104,-1.003762,224976024109056,27477836,-1478.582031,635.912109,1031.84668,108.701172,13038.037109,16688.369141,11065.868164,130380.367188,1879.154297,12613.712891,Membrane
17584,41612.367188,131487.140625,-141678,752684288,21524.193359,-163202.1875,1.281133,342478028066365900000,17061918720,17559.326172,39285.542969,125659.882813,-135380.375,584306432,21726.3125,-157106.6875,1.25826,293073645707227820000,15990621184,17204.664063,27900.716797,94516.976563,-102409.359375,-75574272,22245.896484,-124655.257813,1.1112,113161763118984990000,10789974016,354.662109,15685.59082,15847.488281,52262.9375,-59019.25,-91866304,14369.397461,-73388.648438,0.869678,13413164448588235000,3850737152,1873.735352,1519.073242,13475.001953,4302.94043,12913.625977,-15526.164063,14190996,1836.339233,-17362.503906,0.75625,44427150299758592,184297776,4084.324219,3729.662109,2210.588867,12799.828125,1979.990479,2758.336914,2067.154297,-3728718.25,4130.995605,-2063.841064,-0.977639,81992762785792,19188000,4759.498047,4404.835938,2885.762695,675.173828,13471.509766,18292.289063,11108.920898,134715.09375,2409.037354,12448.442383,Membrane
14558,34975.101563,82996.679688,-11856,-3375501568,76663.070313,-88519.070313,1.555674,1917664414757027840,13642570752,14580.513672,33908.800781,77256.882813,-15726.058594,-2865729792,68655.6875,-84381.742188,1.541349,2896043808573620200,11710227456,14337.575195,28417.611328,50093.285156,-28133.773438,-916436480,33141.457031,-61275.230469,1.407238,3527958704701833200,4457255424,242.938477,13965.524414,19073.042969,23343.501953,-22083.945313,-117937128,10860.643555,-32944.589844,1.050174,467923973796003840,959449152,614.989258,372.050781,13039.544922,5329.623047,6231.908203,-7267.992188,1274336,1250.999756,-8518.992188,0.887771,2521083794161664,47726368,1540.96875,1298.030273,925.979492,13044.879883,2331.087402,3600.214111,2901.878906,-5938433,5461.838867,-2559.960205,-0.935944,270939405156352,32174632,1535.633789,1292.695313,920.644531,-5.334961,13071.504883,16380.210938,11093.18457,130715.046875,1737.745972,12698.730469,Membrane
17947,20352.5625,100751.375,-59854,-4934478848,78055.445313,-137909.4375,1.144933,83545423466326920000,23320416256,17656.455078,20255.021484,96433.632813,-62707.304688,-4256673280,71015.53125,-133722.828125,1.127536,82414703300508120000,20958898176,16631.123047,19529.800781,77152.46875,-71611.523438,-1550535936,39461.605469,-111073.132813,1.014851,58104435239683100000,11330353152,1025.332031,15593.155273,14234.379883,49832.746094,-54966.765625,-169048192,15513.931641,-70480.695313,0.900643,11171539515506426000,3697538048,2063.299805,1037.967773,13511.478516,4252.166992,12098.136719,-14249.066406,6532092,2280.453125,-16529.519531,0.844741,35918579568214016,176907536,4144.976563,3119.644531,2081.676758,12930.02832,2023.941528,2826.044922,2094.355469,-4361902.5,4351.26123,-2256.905762,-0.910547,95770732658688,21833936,4726.426758,3701.094727,2663.126953,581.450195,13471.416992,17793.683594,11112.868164,134714.171875,2372.637695,12793.06543,Membrane
14061,18682.810547,38479.800781,-49574,441097056,-6169.894531,-43404.105469,1.154858,1703578780590669820,693193216,14223.597656,19524.955078,37505.398438,-47994.445313,394137664,-4932.64502,-43061.800781,1.129163,1674427428803444740,726916224,14604.827148,22484.611328,32203.470703,-39853.667969,192433120,304.113403,-40157.78125,1.008968,1300166727409074180,818582464,-381.229492,14068.766602,17640.175781,23292.935547,-25945.234375,-16066272,6229.209473,-32174.443359,0.960196,496398301298425860,737420288,154.831055,536.060547,13081.717773,5138.382813,5838.955566,-6380.427734,-1949413,1734.596436,-8115.023926,0.971971,1974733889339392,48507512,1141.879883,1523.109375,987.048828,13166.50293,2374.892334,3631.352051,2915.992188,-6567189,5627.634277,-2711.642334,-0.869262,295664709795840,34771768,1057.094727,1438.324219,902.263672,-84.785156,13267.789063,17019.947266,11349.31543,132677.890625,1831.307617,12957.808594,Membrane
16545,21903.974609,57417.351563,-47788,-1105248000,34005.417969,-81793.414063,0.503484,15311441587129549000,6704685056,16480.207031,21394.820313,58492.125,-52182.195313,-982601792,31586.404297,-83768.601563,0.530367,18117053313097662000,6653388288,16543.332031,18906.615234,63980.25,-70015.953125,-340996224,20966.207031,-90982.164063,0.674506,30718468118108176000,6266218496,-63.125,15593.074219,13344.603516,48901.1875,-54553.152344,-148047360,14962.243164,-69515.398438,0.841652,10619235033665241000,3568235776,887.132813,950.257813,13533.628906,4029.215332,11902.117188,-13436.574219,-3974612,3192.3125,-16628.886719,0.893975,35465572187635712,196439968,2946.578125,3009.703125,2059.445313,13022.28418,2040.396606,2823.528564,2103.722656,-4573923,4422.42041,-2318.697998,-0.844559,100556676792320,22721340,3457.922852,3521.047852,2570.790039,511.344727,13583.6875,18845.183594,11262.052734,135836.875,2599.409668,12908.974609,Membrane
15174,27061.931641,67019.71875,-46450,-1246286848,36535.984375,-82985.984375,0.151277,15411215670280454000,7142750208,15111.28125,27016.628906,61414.707031,-43362.054688,-1031469184,33119.269531,-76481.320313,0.172343,11293160894701240000,6006145024,14666.144531,25418.736328,34174.324219,-29138.396484,-289936768,17123.017578,-46261.414063,0.402594,1705558038959620100,2008793088,445.136719,14132.375977,17354.548828,23566.773438,-24778.572266,-94477024,9880.488281,-34659.058594,0.806287,608995644966699010,991885696,978.905273,533.768555,13128.644531,4895.489258,6047.386719,-6260.302734,-5413180.5,2385.468018,-8645.770508,0.959153,2384565305868288,60844112,1982.636719,1537.5,1003.731445,13242.953125,2378.970215,3593.348389,2902.763672,-6583565.5,5620.33252,-2717.568848,-0.801544,292891570208768,34760300,1868.328125,1423.191406,889.422852,-114.308594,13292.731445,17795.683594,11461.737305,132927.3125,2002.494019,12722.130859,Membrane
17664,25284.033203,97394.203125,-105380,-948350976,33618.597656,-138998.59375,0.665945,165445326626617300000,14898348032,17625.166016,24782.669922,94120.164063,-101214.984375,-1023124480,34059.417969,-135274.40625,0.681647,146874724767062030000,14336971776,16994.291016,21268.363281,77722.414063,-81243.703125,-1089279360,33397.257813,-114640.960938,0.775429,72326446621151720000,10957657088,630.875,15678.415039,12911.000977,52911.855469,-57135.832031,-331745664,19345.996094,-76481.828125,0.850823,14988920741842387000,4591485952,1946.750977,1315.875977,13562.544922,3721.846924,12297.848633,-13336.486328,-14574524,4198.218262,-17534.705078,0.904113,42003852441944064,236159968,4062.621094,3431.746094,2115.870117,13073.552734,2028.851685,2756.421143,2086.775391,-4330411,4335.520508,-2248.745117,-0.777157,94392190763008,21676276,4551.613281,3920.738281,2604.862305,488.992188,13717.898438,19310.236328,11624.052734,137178.984375,2594.934326,12375.857422,Membrane
14743,37120.328125,63229.398438,44610,-2214715136,95955.914063,-51345.910156,0.61863,21589902570870014000,10848913408,14583.112305,35816.84375,57804.085938,36724.539063,-2103632000,88230.789063,-51506.246094,0.630745,13167574232873304000,9763219456,14385.499023,28721.970703,36355.542969,-5547.334961,-1275987072,47895.460938,-53442.796875,0.718772,158010403710828544,5134721536,197.613281,14315.93457,17428.072266,28832.548828,-27546.224609,-259529568,16201.149414,-43747.375,0.824132,1363487464613740540,1796912768,267.177734,69.564453,13196.066406,4683.107422,6942.030273,-7057.15625,-9599668,3112.285156,-10169.441406,0.905084,4392770680651776,88202128,1387.045898,1189.432617,1119.868164,13272.829102,2341.575195,3494.691162,2852.597656,-6015926,5438.842773,-2586.245117,-0.731276,262029763936256,32201016,1310.283203,1112.669922,1043.105469,-76.762695,13470.882813,18501.658203,11391.052734,134708.828125,2179.679932,12504.916992,Membrane
9860,31706.876953,112142.929688,141490,3712876288,121577.648438,19912.355469,-0.058544,103458669760885030000,5167915520,10263.402344,31540.457031,100381.1875,126364.914063,2938646528,109081.84375,17283.074219,-0.058627,67281662972543370000,4213506816,11861.395508,29364.484375,41796.328125,51610.609375,458335296,46180.703125,5429.904785,-0.007866,2211669700855726080,830313856,-1597.993164,12750.427734,19223.484375,6905.934082,5172.664063,-22163848,10182.773438,-5010.109375,0.560356,3088011692605440,115411848,-2487.025391,-889.032227,12782.004883,5095.362793,925.32843,402.755859,-712278.125,1428.432251,-1025.676392,0.698922,488473853952,3011324.75,-2518.602539,-920.609375,-31.577148,13489.230469,2714.655029,4282.585938,3614.869141,-8090733.5,6573.471191,-2958.602051,-0.685277,593649238802432,45430212,-3225.828125,-1627.834961,-738.802734,-707.225586,13064.862305,16698.447266,11370.447266,130648.625,1515.933838,12715.492188,Membrane
17571,46419.242188,103096.414063,-132368,2864257536,-11119.233398,-121248.765625,1.036844,106253593134319530000,6064257024,17240.419922,43549.445313,97361.992188,-124316.054688,2425499648,-8527.425781,-115788.625,1.028496,88901637186433060000,5752482816,16071.428711,29858.371094,67948.15625,-82600.671875,611771264,5474.57959,-88075.25,0.947924,29855419660024940000,4375785472,1168.991211,14809.532227,17044.578125,38847.136719,-41343.476563,-205586528,14906.548828,-56250.027344,0.878195,4327270672746151900,2531629056,2430.887695,1261.896484,13300.373047,4522.797363,8642.53418,-8951.78125,-13533514,3717.656982,-12669.438477,0.874686,10759520141705216,134268448,3940.046875,2771.055664,1509.15918,13259.338867,2261.886475,3336.516113,2749.123047,-5022367,5092.567871,-2343.445068,-0.657612,208948212793344,27647146,3981.081055,2812.089844,1550.193359,41.03418,13733.65332,19479.710938,11577.833008,137336.53125,2458.347412,12750.101563,Membrane
12162,48956.457031,52585.476563,-64618,366684672,4492.81543,-69110.8125,-0.795967,11310336365838730000,2708747264,12573.004883,46189.210938,46448.378906,-57792.914063,347708256,2322.032959,-60114.945313,-0.794005,6510329294340751400,1949188224,13692.567383,32831.308594,17482.085938,-24250.320313,135652656,-7357.168945,-16893.150391,-0.716024,26738424127946752,45467476,-1119.5625,13348.232422,19684.980469,11347.984375,-9450.858398,-61636656,8233.455078,-17684.3125,0.764184,29999064514822144,335865344,-775.227539,344.334961,12915.300781,5186.844727,2971.556641,-2241.931641,-4937331.5,2398.663574,-4640.595215,0.714667,124528457940992,24775582,-342.295898,777.266602,432.931641,13444.578125,2581.318604,4095.541748,3468.695313,-6598704.5,6117.648926,-2648.953857,-0.608682,462343733510144,38426664,-871.573242,247.989258,-96.345703,-529.277344,13316.151367,17422.921875,11408.722656,133161.515625,1799.634644,12676.97168,Membrane
20570,25592.693359,144269.46875,-159988,117163520,32094.148438,-192082.140625,1.061959,643167647771570200000,25127505920,19877.566406,25168.976563,134847.6875,-149823.71875,71465728,30352.771484,-180176.484375,1.050822,497457622477671760000,22161285120,17084.144531,23760.396484,88977.742188,-98723.304688,-258990208,24062.634766,-122785.9375,0.969252,105086967316784090000,10782252032,2793.421875,15399.317383,15954.542969,49563.917969,-53633.242188,-237038784,16913.6875,-70546.929688,0.914295,11001785915294090000,3824679936,4478.249023,1684.827148,13447.194336,4345.097656,11047.15332,-11846,-14517872,4036.899658,-15882.899414,0.89334,27840905725607936,198399200,6430.37207,3636.950195,1952.123047,13209.603516,2142.437744,3109.296631,2574.712891,-3823789.5,4598.270508,-2023.557617,-0.58025,145339428372480,21924304,6667.962891,3874.541016,2189.713867,237.59082,13575.84082,19441.183594,11247.055664,135758.40625,2690.614258,12416.290039,Membrane
13513,36972.394531,46695.25,-4648,-2119192320,62861.785156,-67509.789063,0.858467,183598049333870592,8498373632,13743.495117,35905.238281,43954.898438,-6529.71875,-1857499264,57860.5625,-64390.28125,0.861152,318612390688063490,7472634368,14242.248047,30390.042969,30460.986328,-13416.724609,-777729664,33855.953125,-47272.675781,0.853425,592394874813153280,3290927104,-498.75293,14048.884766,19704.169922,23783.263672,-22867.523438,-167050400,12970.389648,-35837.914063,0.858967,622867564699058180,1191125248,-305.389648,193.363281,13094.820313,5251.922363,6002.555664,-5898.826172,-9805805,3134.145508,-9032.97168,0.826991,2575589076631552,74019368,648.674805,1147.427734,954.064453,13363.581055,2399.26709,3822.267822,3240.212891,-4920477,5504.748535,-2264.535645,-0.529089,316868527128576,30180888,379.914063,878.666992,685.303711,-268.760742,13336.995117,17936.658203,11017.694336,133369.953125,2210.742188,12724.210938,Membrane
19426,29558.451172,125100.015625,-100794,-7986430976,94698.054688,-195492.0625,0.753045,427764347875369160000,42105151488,18996.900391,28442.783203,119568.523438,-98704.953125,-6975907840,87845.007813,-186549.953125,0.7663,366775370268494800000,37646299136,17519.529297,23112.023438,95963.984375,-92685.734375,-2635394816,51463.632813,-144149.375,0.868434,164358147121258430000,19132223488,1477.371094,16088.935547,14309.584961,62314.300781,-68319.421875,-204609536,18213.859375,-86533.28125,0.969564,25606057907321830000,5485981696,2907.964844,1430.59375,13625.919922,4000.767334,13966.364258,-15250.001953,-12774848,4284.280273,-19534.28125,0.955127,65969151478333440,283661952,5370.980469,3893.609375,2463.015625,13133.338867,1991.011963,2797.319336,2316.537109,-2633723.75,3977.952881,-1661.415771,-0.499169,85331529433088,15901240,5863.561523,4386.19043,2955.59668,492.581055,13796.22168,19255.894531,11438.920898,137962.21875,2775.167969,12575.251953,Membrane
16590,41670.320313,45313.554688,-50352,-140816128,14185.075195,-64537.074219,0.725649,7855925368308367400,3098588416,16404.898438,40198.746094,45920.472656,-50893.886719,-162492160,14803.251953,-65697.140625,0.752242,8392613486500249600,3240156416,15798.510742,32111.373047,50189.441406,-54217.449219,-265929856,17630.806641,-71848.257813,0.896261,11767683724970295000,4003251200,606.387695,14983.623047,19025.546875,42317.917969,-44895.191406,-174701440,14392.490234,-59287.683594,0.986949,5471052761825017900,2714383872,1421.275391,814.887695,13318.750977,5094.591797,9923.299805,-10212.066406,-15639236,4027.510742,-14239.577148,0.954999,17399465493135360,166843248,3086.147461,2479.759766,1664.87207,13258.797852,2181.457275,3437.726318,2913.501953,-3315306.25,4754.456055,-1840.954102,-0.446675,184622340112384,21749718,3146.100586,2539.712891,1724.825195,59.953125,13555.271484,18104.630859,11326.111328,135552.71875,2527.02417,12503.5,Membrane
20622,29227.775391,196482.078125,-256486,11896951808,-32856.253906,-223629.75,1.050488,1197108150138327500000,18197262336,20539.238281,27851.072266,187954.921875,-243760.40625,10454052864,-28064.083984,-215696.328125,1.062239,1045950809988892000000,17602928640,19473.212891,20085.242188,142908.796875,-174953.875,3872074752,-527.069458,-174426.8125,1.104044,462823041387099850000,15120559104,1066.025391,16845.548828,10860.462891,79505.671875,-88337.882813,109240960,16521.326172,-104859.210938,1.082639,57485995133431185000,7366617088,3693.689453,2627.664063,13813.523438,3327.971191,17078.619141,-18488.003906,-12488780,4751.736816,-23239.740234,1.03736,133906514669731840,391761408,6725.714844,5659.689453,3032.025391,13041.242188,1821.295288,2389.300537,1971.162109,-1612028.875,3258.640137,-1287.478149,-0.413836,40150981672960,10333596,7497.996094,6431.970703,3804.306641,772.28125,13848.273438,18700.945313,11600.888672,138482.734375,2746.931641,12329.291016,Membrane
17805,40825.9375,121410.914063,-99998,-2865088000,53586.597656,-153584.59375,1.348889,214590927929042000000,21459951616,17720.396484,38449.890625,119722.117188,-101178.21875,-2579279872,50786.808594,-151965.03125,1.334802,210413522615307080000,20554153984,17439.107422,27144.033203,107676.601563,-103845.84375,-1103740928,35251.96875,-139097.8125,1.24504,163904567788475250000,15198922752,281.289063,15977.307617,15884.936523,67063.539063,-68894.382813,-347906944,20951.650391,-89846.03125,1.119742,29133924527924840000,6138063360,1743.088867,1461.799805,13574.079102,4521.325195,14463.484375,-14724.605469,-24071168,5149.665527,-19874.271484,1.068404,67884182906339328,313098688,4146.317383,3865.02832,2403.228516,13143.172852,1947.178589,2929.939453,2482.609375,-1977698.75,3894.052734,-1411.443359,-0.360628,86743869030400,14074144,4577.223633,4295.93457,2834.134766,430.90625,13812.5625,19237.777344,11583.605469,138125.625,2829.890625,12254.029297,Membrane
14706,33795.214844,66310.367188,-13048,-2598693120,66156.890625,-79204.890625,1.245166,1798698356143292420,10565022720,14864.821289,33235.464844,66939.164063,-20982.441406,-2543485184,62358.640625,-83341.078125,1.231332,4673039866768916500,10614204416,15528.869141,29455.148438,71658.226563,-54357.125,-1709155456,42790.421875,-97147.546875,1.175198,28930378537344434000,9791318016,-664.047852,14916.901367,19673.666016,50188.953125,-45619.171875,-531201440,23048.425781,-68667.601563,1.130815,8752966327875928100,4205914624,-52.080078,611.967773,13286.945313,5444.106934,11196.525391,-10113.623047,-29592440,5446.881348,-15560.504883,1.09953,22569793294958592,220655136,1577.875977,2241.923828,1629.956055,13242.500977,2076.094971,3476.415527,2978.125,-2372541.25,4518.86377,-1540.73877,-0.307612,162833635475456,18359392,1622.320313,2286.368164,1674.400391,44.444336,13558.838867,19140.888672,11511.31543,135588.390625,2604.364258,12531.014648,Membrane
19443,19130.621094,203900,-151790,-13467823104,120206.367188,-271996.375,1.209732,1772056537391884700000,76911493120,19319.75,18260.613281,195172.84375,-148719.46875,-11841525760,112031.757813,-260751.234375,1.206289,1536801722181955400000,69483577344,18630.822266,14189.445313,148484.125,-129364.984375,-4859917824,69807.226563,-199172.21875,1.184416,605398983552813500000,36174970880,688.927734,16807.96875,10052.365234,86969.570313,-86251.851563,-706192576,28512.583984,-114764.4375,1.177115,76358945098438800000,10264152064,2511.78125,1822.853516,13830.753906,3415.173828,18723.71875,-18805.984375,-29919110,5981.114746,-24787.099609,1.162208,167404339000770560,473341504,5488.996094,4800.068359,2977.214844,13028.009766,1720.02771,2312.624512,1956.318359,-1016849.875,2964.937988,-1008.619751,-0.267391,30213993922560,7894581,6291.740234,5602.8125,3779.958984,802.744141,13802.310547,19025.027344,10744.420898,138023.109375,2969.417969,12625.896484,Membrane
19536,33453.511719,159803.359375,-191492,3602270208,9753.064453,-201245.0625,1.072071,816259910643602200000,22260105216,19340.759766,31791.244141,155748.890625,-184118.421875,2914973696,13391.486328,-197509.90625,1.083018,753916721739400700000,22239698944,18218.421875,23639.615234,129519.851563,-137961.09375,-302637312,31627.136719,-169588.234375,1.145135,385305817963403700000,20243812352,1122.337891,16269.134766,14797.166992,79350.382813,-77651.03125,-576196096,25728.595703,-103379.625,1.215726,50254190498199630000,8334466560,3071.625,1949.287109,13646.196289,4401.975586,17144.978516,-16069.728516,-41053332,6498.708984,-22568.4375,1.208537,109091739821670400,422449504,5694.563477,4572.225586,2622.938477,13109.257813,1785.5177,2729.95459,2341.195313,-1207514.125,3441.197998,-1100.002686,-0.213871,56517986353152,10311252,6231.501953,5109.164063,3159.876953,536.938477,13876.59668,19349.388672,10952.894531,138765.96875,2924.188232,12575.824219,Membrane
16257,40809.089844,131370.0625,-115832,-3231343360,56849.902344,-172681.90625,1.229413,353437678497060360000,26342424576,16492.304688,39411.496094,129383.15625,-115338.3125,-2946987520,54337.261719,-169675.578125,1.23269,333782069767122700000,25090875392,17040.800781,30943.576172,113185.023438,-106780.757813,-1479842176,39672.769531,-146453.53125,1.250005,197501983958612570000,17321498624,-548.496094,15636.024414,18395.089844,69983.539063,-65094.152344,-548774656,24164.244141,-89258.398438,1.296575,27255457290381165000,6432347648,856.280273,1404.776367,13454.175781,5182.585449,15313.854492,-13191.251953,-45693272,6760.6875,-19951.939453,1.256253,62083361421656064,356782208,3038.128906,3586.625,2181.848633,13186.242188,1841.917358,3126.100586,2680.501953,-1455082.75,3890.292236,-1209.790283,-0.160263,93445133697024,13005421,3306.0625,3854.558594,2449.782227,267.933594,13699.591797,19581.833984,11036.262695,136995.921875,2957.948975,12375.421875,Membrane
21984,12321.144531,233855.734375,-216296,-4488750592,71767.203125,-288063.1875,1.440591,3028744777325533500000,64738959360,21642.238281,11533.526367,224868.53125,-211915.46875,-3371012096,64910.957031,-276826.4375,1.432779,2622287592605951700000,58392219648,19931.109375,9020.930664,175634.421875,-182311.953125,679981568,32370.775391,-214682.734375,1.382653,1014337159085867100000,30517716992,1711.128906,17312.03125,6399.962891,98445.984375,-102476.289063,156297632,19033.472656,-121509.765625,1.33812,103713826827273240000,9876200448,4330.207031,2619.078125,13960.59375,2695.708252,21368.542969,-20512,-37957984,6664.02002,-27176.019531,1.29214,240906072842305536,572574144,7681.644531,5970.515625,3351.4375,12992.12793,1540.549683,1916.727661,1616.476563,-555501.625,2363.069824,-746.593384,-0.102567,12633845530624,4835003,8650.110352,6938.981445,4319.90332,968.46582,13906.029297,18632.695313,11324.868164,139060.296875,2804.135254,12525.177734,Membrane
20912,14768.539063,262118.78125,-241540,-5859685376,81443.15625,-322983.15625,1.440626,4771192258229782000000,81780318208,20809.013672,14160.938477,251824.671875,-233303.34375,-5094307328,76749.0625,-310052.40625,1.442562,4071816168671419600000,74807689216,19702.181641,12634.366211,190790.453125,-184524.15625,-1454243328,48922.445313,-233446.59375,1.451502,1357408712324999500000,39866138624,1106.832031,17046.117188,9016.586914,99346.023438,-96728.539063,-374560480,25306.117188,-122034.65625,1.421153,101560578439808810000,10854651904,3762.896484,2656.064453,13882.109375,3446.990479,21047.740234,-19410.351563,-47078572,7103.69043,-26514.042969,1.340491,212899003421949952,565075968,6926.904297,5820.072266,3164.007813,13059.115234,1546.165527,2180.485352,1814.007813,-739978.625,2674.847168,-860.839294,-0.050785,20568174755840,6250539,7749.898438,6643.066406,3987.001953,822.994141,13936.754883,18962.138672,11527.833008,139367.546875,2884.460449,12367.93457,Membrane
23745,20318.974609,272520.71875,-316890,12947978240,-2516.555176,-314373.4375,1.498014,4883124160418495000000,48627359744,23097.464844,19720.419922,261436.09375,-299282.625,10496714752,4604.005371,-303886.625,1.501378,4262034706132667000000,47583236096,19799.166016,16071.583008,195479.75,-198283.0625,487985984,37541,-235824.0625,1.512163,1469018466402867000000,37364228096,3298.298828,16782.705078,10560.053711,98520.804688,-89567.648438,-895311168,31385.751953,-120953.398438,1.474335,93088366358771530000,11603608576,6314.759766,3016.460938,13818.05957,4053.961182,20624.716797,-18397.328125,-52521808,7362.570801,-25759.898438,1.384752,185662811911749632,548548992,9279.405273,5981.106445,2964.645508,13121.333008,1537.041504,2410.716309,1932.865234,-1037813,2952.285156,-1019.419861,-0.002267,29466401177600,7887220,9976.131836,6677.833008,3661.37207,696.726563,13855.482422,19075.025391,11344.131836,138554.828125,3025.884766,12095.579102,Membrane
